Code,Price,24hr Price Change,24hr % Change,24hr Low,24hr High,24hr Trading Volume,24hr Trading Volume % Change,Market Dominance,Market Rank,Market Cap,Fully Diluted Market Cap,Yesterday Low,Yesterday High,Yesterday Open,Yesterday Close,Yesterday Volume,7 Day Low,7 Day High,30 Day Low,30 Day High,90 Day Low,90 Day High,52 Week Low,52 Week High,All Time High,All Time High %,All Time Low,All Time Low %,Return on Investment,Cirulating Supply,Total Supply,Max Supply,About,Link
RAP,$0.8896,$0.05581,6.69%,$0.8211,$0.9140,"$81,713.35",10.82%,,,,,$0.8211,$0.8722,$0.8630,$0.8411,"$74,163.51",$0.7523,$0.9140,$0.7523,$2.90,$0.7523,$5.04,$0.7523,$5.04,$5.04,82.34%,$0.7523,18.25%,,No Data,No Data,"10,000,000 RAP","The live REALPAY price today is $0.889591 USD with a 24-hour trading volume of $81,713.35 USD. REALPAY is up 6.69% in the last 24 hours. The current CoinMarketCap ranking is #2868, with a live market cap of not available. The circulating supply is not available and a max. supply of 10,000,000 RAP coins.The top exchange for trading in REALPAY is currently Dcoin. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/realpay/
WCELO,$4.12,$0.1497,3.77%,$3.81,$4.15,"$92,769.63",44.52%,,,,,$3.81,$4.09,$4.00,$3.94,"$59,098.49",$3.59,$4.57,$2.81,$5.68,$2.08,$5.68,$2.08,$5.68,$5.68,27.50%,$2.08,97.89%,,No Data,No Data,"654,543 WCELO","The live Wrapped Celo price today is $4.12 USD with a 24-hour trading volume of $92,769.63 USD. Wrapped Celo is up 3.77% in the last 24 hours. The current CoinMarketCap ranking is #2843, with a live market cap of not available. The circulating supply is not available and a max. supply of 654,543 WCELO coins.",https://coinmarketcap.com/currencies/wrapped-celo/
XQC,$0.01952,$0.0008855,4.75%,$0.01697,$0.01952,"$79,345.11",9.68%,,,,,$0.01706,$0.02056,$0.01901,$0.01724,"$84,171.84",$0.01697,$0.02227,$0.01697,$0.03897,$0.01697,$0.07273,$0.01102,$0.2334,$0.2334,91.63%,$0.01102,77.19%,85.7%,No Data,"888,888,888 XQC",No Data,"The live QURAS price today is $0.019524 USD with a 24-hour trading volume of $79,345.11 USD. QURAS is up 4.75% in the last 24 hours. The current CoinMarketCap ranking is #2872, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchanges for trading in QURAS are currently CoinTiger, and Bithumb Global. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/quras/
REAP,$0.1661,$-0.01854,10.04%,$0.1394,$0.1850,"$81,973.46",45.19%,,,,,$0.1800,$0.1855,$0.1822,$0.1844,"$54,033.32",$0.1394,$0.1935,$0.09601,$0.2123,$0.03370,$0.2401,$0.03108,$0.2401,$0.2401,30.81%,$0.03108,434.55%,,No Data,"4,900,000,000 REAP",No Data,"The live ReapChain price today is $0.166118 USD with a 24-hour trading volume of $81,973.46 USD. ReapChain is down 10.04% in the last 24 hours. The current CoinMarketCap ranking is #2866, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/reapchain/
ACXT,$0.5908,$-0.02081,3.40%,$0.5270,$0.6567,"$77,696.88",10.54%,,,,,$0.5344,$0.7235,$0.6779,$0.6389,"$105,558.21",$0.5135,$0.7806,$0.1998,$1.32,$0.1998,$1.32,$0.1998,$1.32,$1.32,55.26%,$0.1998,195.70%,80.31%,No Data,No Data,"49,999,976 ACXT","The live AC eXchange Token price today is $0.590829 USD with a 24-hour trading volume of $77,696.88 USD. AC eXchange Token is down 3.40% in the last 24 hours. The current CoinMarketCap ranking is #2876, with a live market cap of not available. The circulating supply is not available and a max. supply of 49,999,976 ACXT coins.The top exchanges for trading in AC eXchange Token are currently Bittrex, and ACDX. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/ac-exchange-token/
LOT,$0.003910,$0.0002313,6.29%,$0.003662,$0.003959,"$78,336.95",0.44%,,,,,$0.003664,$0.003958,$0.003864,$0.003770,"$78,704.19",$0.003658,$0.003963,$0.003657,$0.005178,$0.003657,$0.005178,$0.002927,$0.008222,$0.07243,94.60%,$0.002926,33.61%,60.9%,No Data,"2,000,000,000 LOT",No Data,"The live Lukki Operating Token price today is $0.003910 USD with a 24-hour trading volume of $78,336.95 USD. Lukki Operating Token is up 6.29% in the last 24 hours. The current CoinMarketCap ranking is #2873, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchanges for trading in Lukki Operating Token are currently STEX, and Lukki Exchange. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/lukki-operating-token/
BKBT,$0.001037,$0.00003466,3.46%,$0.0009644,$0.001051,"$82,095.13",23.63%,,,,,$0.0009644,$0.001057,$0.001036,$0.0009866,"$66,138.82",$0.0008811,$0.001516,$0.0006920,$0.001971,$0.0003557,$0.001971,$0.0001723,$0.001971,$0.008201,87.36%,$0.0001723,501.95%,85.22%,No Data,"10,000,000,000 BKBT",No Data,"The live BeeKan price today is $0.001037 USD with a 24-hour trading volume of $82,095.13 USD. BeeKan is up 3.46% in the last 24 hours. The current CoinMarketCap ranking is #2867, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchanges for trading in BeeKan are currently Huobi Global, and Binance DEX. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/beekan/
WLEO,$0.7429,$0.08039,12.14%,$0.6207,$0.7595,"$59,405.65",22.33%,,,,,$0.6163,$0.6862,$0.6377,$0.6602,"$93,746.80",$0.5208,$0.7595,$0.4943,$0.9015,$0.2094,$0.9015,$0.01018,$0.9015,$0.9015,17.59%,$0.01018,7195.59%,334.79%,No Data,"10,000,000 WLEO","10,000,000 WLEO","The live Wrapped LEO price today is $0.742889 USD with a 24-hour trading volume of $59,405.65 USD. Wrapped LEO is up 12.14% in the last 24 hours. The current CoinMarketCap ranking is #2928, with a live market cap of not available. The circulating supply is not available and a max. supply of 10,000,000 WLEO coins.",https://coinmarketcap.com/currencies/wrapped-leo/
LDN,$0.7431,$-0.04811,6.08%,$0.7073,$0.8265,"$75,600.74",36.67%,,,,,$0.6362,$0.8265,$0.6771,$0.7904,"$133,729.84",$0.5256,$0.8265,$0.4416,$0.8265,$0.3629,$0.8265,$0.3629,$0.8265,$0.8265,10.09%,$0.3629,104.77%,,No Data,No Data,"1,200,000,000 LDN","The live Ludena Protocol price today is $0.743108 USD with a 24-hour trading volume of $75,600.74 USD. Ludena Protocol is down 6.08% in the last 24 hours. The current CoinMarketCap ranking is #2885, with a live market cap of not available. The circulating supply is not available and a max. supply of 1,200,000,000 LDN coins.The top exchange for trading in Ludena Protocol is currently GOPAX. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/ludena-protocol/
NFT,$0.2638,$0.01507,6.06%,$0.2333,$0.2888,"$76,792.73",14.12%,,,,,$0.1922,$0.2495,$0.2172,$0.2390,"$46,860.10",$0.1652,$0.2917,$0.1652,$0.3025,$0.1652,$0.3025,$0.03309,$0.3025,$0.3025,12.79%,$0.03309,697.35%,86.95%,No Data,"88,888,888 NFT",No Data,"The live NFT price today is $0.263843 USD with a 24-hour trading volume of $76,792.73 USD. NFT is up 6.06% in the last 24 hours. The current CoinMarketCap ranking is #2882, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/nft/
CXC,$0.4747,$0.3843,424.95%,$0.08733,$0.4763,"$46,151.58",49.21%,,,,,$0.04272,$0.1718,$0.06553,$0.1717,"$149,708.61",$0.01141,$0.4763,$0.01039,$0.4763,$0.01039,$0.4763,$0.009810,$1.20,$2.05,76.84%,$0.009810,4738.91%,76.61%,No Data,"400,552,000 CXC",No Data,"The live CAPITAL X CELL price today is $0.474710 USD with a 24-hour trading volume of $46,151.58 USD. CAPITAL X CELL is up 424.95% in the last 24 hours. The current CoinMarketCap ranking is #2979, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchanges for trading in CAPITAL X CELL are currently AOFEX, BKEX, and DragonEX. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/capital-x-cell/
REDI,$0.0006188,$-0.00003292,5.05%,$0.0006142,$0.0006929,$188.61,99.58%,,,,,$0.0006091,$0.0007036,$0.0006296,$0.0006634,"$60,777.54",$0.0005531,$0.0008799,$0.0001605,$0.001036,$0.0001605,$0.001036,$0.0001605,$0.001036,$0.001036,40.24%,$0.0001605,285.49%,,No Data,"8,000,000,000 REDI","8,000,000,000 REDI","The live REDi price today is $0.000619 USD with a 24-hour trading volume of $188.61 USD. REDi is down 5.05% in the last 24 hours. The current CoinMarketCap ranking is #3606, with a live market cap of not available. The circulating supply is not available and a max. supply of 8,000,000,000 REDI coins.",https://coinmarketcap.com/currencies/redi/
BCX,$0.0007355,$0.0001340,22.27%,$0.0005653,$0.0007407,"$78,581.23",30.67%,,,,,$0.0005902,$0.0007284,$0.0007091,$0.0006228,"$61,463.18",$0.0004207,$0.0008699,$0.0003556,$0.001438,$0.0002504,$0.001496,$0.00003273,$0.003033,$0.1273,99.42%,$0.00003273,2147.32%,98.76%,No Data,"167,361,683,927 BCX","210,000,000,000 BCX","The live BitcoinX price today is $0.000736 USD with a 24-hour trading volume of $78,581.23 USD. BitcoinX is up 22.27% in the last 24 hours. The current CoinMarketCap ranking is #2873, with a live market cap of not available. The circulating supply is not available and a max. supply of 210,000,000,000 BCX coins.The top exchanges for trading in BitcoinX are currently Huobi Global, OKEx, Gate.io, CoinEgg, and Huobi Korea. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/bitcoinx/
JSB,$1.44,$-0.4562,24.03%,$1.29,$1.92,"$77,404.61",21.03%,,,,,$1.85,$1.94,$1.91,$1.87,"$66,817.96",$1.11,$1.94,$1.11,$2.57,$1.11,$2.57,$0.9262,$16.77,$16.77,91.40%,$0.9262,55.72%,,No Data,No Data,"100,000,000 JSB","The live JSB FOUNDATION price today is $1.44 USD with a 24-hour trading volume of $77,404.61 USD. JSB FOUNDATION is down 24.03% in the last 24 hours. The current CoinMarketCap ranking is #2877, with a live market cap of not available. The circulating supply is not available and a max. supply of 100,000,000 JSB coins.The top exchanges for trading in JSB FOUNDATION are currently P2PB2B, LATOKEN, Finexbox, and JustSwap. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/jsb-foundation/
PFID,$10.26,$4.28,71.54%,$5.84,$10.69,"$76,404.78",22.83%,,,,,$4.80,$6.23,$4.87,$6.06,"$61,835.61",$4.78,$10.69,$4.78,$12.83,$4.53,$12.83,$0.8421,$29.40,$29.40,65.10%,$0.8421,1118.44%,53.76%,No Data,"300,000 PFID","300,000 PFID","The live Pofid Dao price today is $10.26 USD with a 24-hour trading volume of $76,404.78 USD. Pofid Dao is up 71.54% in the last 24 hours. The current CoinMarketCap ranking is #2881, with a live market cap of not available. The circulating supply is not available and a max. supply of 300,000 PFID coins.The top exchanges for trading in Pofid Dao are currently HBTC, BKEX, and Hotbit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/pofid-dao/
PUNT,$0.1217,$-0.009929,7.54%,$0.1118,$0.1331,"$79,598.87",2.86%,,,,,$0.1166,$0.1335,$0.1298,$0.1319,"$86,978.06",$0.1064,$0.1350,$0.1041,$0.1509,$0.1041,$0.3948,$0.1041,$0.3948,$0.3948,69.16%,$0.1041,16.97%,,No Data,No Data,"1,000,000,000 PUNT","The live Greenheart Punt price today is $0.121739 USD with a 24-hour trading volume of $79,598.87 USD. Greenheart Punt is down 7.54% in the last 24 hours. The current CoinMarketCap ranking is #2871, with a live market cap of not available. The circulating supply is not available and a max. supply of 1,000,000,000 PUNT coins.The top exchange for trading in Greenheart Punt is currently DigiFinex. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/greenheart-punt/
ADEL,$0.1642,$-0.003105,1.86%,$0.1156,$0.1804,"$155,838.74",32.52%,,,,,$0.1156,$0.1789,$0.1571,$0.1592,"$224,321.69",$0.1057,$0.2200,$0.1051,$0.4651,$0.05742,$0.5578,$0.05742,$0.5578,$0.5578,70.56%,$0.05742,185.99%,,No Data,"30,000,000 ADEL","60,000,000 ADEL","The live Akropolis Delphi price today is $0.164207 USD with a 24-hour trading volume of $155,839 USD. Akropolis Delphi is down 1.86% in the last 24 hours. The current CoinMarketCap ranking is #2739, with a live market cap of not available. The circulating supply is not available and a max. supply of 60,000,000 ADEL coins.The top exchanges for trading in Akropolis Delphi are currently Hoo, Bilaxy, Gate.io, BitMax, and Poloniex. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/akropolis-delphi/
YOT,$0.08105,$0.001014,1.27%,$0.07980,$0.08137,"$77,389.72",10.67%,,,,,$0.07964,$0.08138,$0.08123,$0.08038,"$73,838.53",$0.07532,$0.08157,$0.06050,$0.08157,$0.06050,$0.1129,$0.06050,$0.1129,$0.1129,28.18%,$0.06050,33.97%,,No Data,No Data,"173,000,000 YOT","The live PayYoda price today is $0.081051 USD with a 24-hour trading volume of $77,389.72 USD. PayYoda is up 1.27% in the last 24 hours. The current CoinMarketCap ranking is #2878, with a live market cap of not available. The circulating supply is not available and a max. supply of 173,000,000 YOT coins.",https://coinmarketcap.com/currencies/payyoda/
WIS,$0.04047,$0.002633,6.96%,$0.03728,$0.04113,"$71,910.35",23.42%,,,,,$0.03727,$0.04079,$0.03872,$0.03919,"$61,254.43",$0.03384,$0.04364,$0.03326,$0.05037,$0.02521,$0.05185,$0.02521,$0.05185,$0.05185,21.95%,$0.02521,60.51%,,No Data,"79,404,563 WIS",No Data,"The live Experty Wisdom Token price today is $0.040469 USD with a 24-hour trading volume of $71,910.35 USD. Experty Wisdom Token is up 6.96% in the last 24 hours. The current CoinMarketCap ranking is #2893, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/experty-wisdom-token/
PRY,$0.07273,$0.005800,8.67%,$0.06495,$0.07697,"$86,710.17",59.40%,,,,,$0.06444,$0.08591,$0.08413,$0.06670,"$96,740.00",$0.01751,$0.08848,$0.01751,$0.08848,$0.009297,$0.09471,$0.009297,$0.09471,$0.09471,23.20%,$0.009297,682.37%,627.34%,No Data,No Data,"200,000,000 PRY","The live Prophecy price today is $0.072734 USD with a 24-hour trading volume of $86,710.17 USD. Prophecy is up 8.67% in the last 24 hours. The current CoinMarketCap ranking is #2852, with a live market cap of not available. The circulating supply is not available and a max. supply of 200,000,000 PRY coins.",https://coinmarketcap.com/currencies/prophecy/
VKF,$0.00002666,$0.0000000238,0.09%,$0.00002664,$0.00002680,"$72,778.78",28.63%,,,,,$0.00001775,$0.00002721,$0.00002721,$0.00002666,"$174,773.24",$0.00001775,$0.00003615,$0.00001775,$0.00007187,$0.00001775,$0.08235,$0.00001775,$0.1096,$0.1096,99.98%,$0.00001775,50.22%,,No Data,No Data,"1,470,000,000 VKF","The live VKF Platform price today is $0.000027 USD with a 24-hour trading volume of $72,778.78 USD. VKF Platform is up 0.09% in the last 24 hours. The current CoinMarketCap ranking is #2890, with a live market cap of not available. The circulating supply is not available and a max. supply of 1,470,000,000 VKF coins.The top exchange for trading in VKF Platform is currently FOBLGATE. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/vkf-platform/
ESRC,$0.4152,$-0.02081,4.77%,$0.3022,$0.4891,"$72,757.38",1.24%,,,,,$0.3165,$0.4811,$0.4194,$0.3984,"$74,084.60",$0.3022,$0.4891,$0.2800,$0.5056,$0.07910,$0.7376,$0.06164,$0.7376,$0.7376,43.70%,$0.06164,573.63%,204.77%,No Data,"75,855,875 ESRC","75,855,875 ESRC","The live ESR Coin price today is $0.415237 USD with a 24-hour trading volume of $72,757.38 USD. ESR Coin is down 4.77% in the last 24 hours. The current CoinMarketCap ranking is #2891, with a live market cap of not available. The circulating supply is not available and a max. supply of 75,855,875 ESRC coins.",https://coinmarketcap.com/currencies/esr-coin/
CORN,$10.94,$-0.2059,1.85%,$10.66,$11.29,"$77,731.42",29.72%,,,,,$10.27,$12.45,$10.47,$11.17,"$49,026.33",$9.22,$12.45,$5.84,$16.89,$1.02,$16.89,$1.02,$812.44,$812.44,98.65%,$1.02,975.25%,98.56%,No Data,No Data,"12,000 CORN","The live CORN price today is $10.94 USD with a 24-hour trading volume of $77,731.42 USD. CORN is down 1.85% in the last 24 hours. The current CoinMarketCap ranking is #2879, with a live market cap of not available. The circulating supply is not available and a max. supply of 12,000 CORN coins.The top exchanges for trading in CORN are currently Gate.io, Poloniex, and Hotbit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/corn/
CSPC,$0.001111,$-0.00001989,1.76%,$0.001101,$0.001131,"$72,058.95",6.01%,,,,,$0.001111,$0.001271,$0.001261,$0.001121,"$75,740.23",$0.001101,$0.001392,$0.0009715,$0.001511,$0.0005107,$0.001625,$0.0005107,$0.005251,$0.005251,78.85%,$0.0005107,117.48%,78.81%,No Data,No Data,"3,500,000,000 CSPC","The live CSPC price today is $0.001111 USD with a 24-hour trading volume of $72,058.95 USD. CSPC is down 1.76% in the last 24 hours. The current CoinMarketCap ranking is #2892, with a live market cap of not available. The circulating supply is not available and a max. supply of 3,500,000,000 CSPC coins.",https://coinmarketcap.com/currencies/cspc/
ROOT,"$4,925.52",$264.16,5.67%,"$4,454.91","$5,038.91","$85,880.15",38.39%,,,,,"$4,454.91","$5,076.35","$4,986.47","$4,514.05","$124,713.89","$4,053.57","$5,799.99","$3,045.90","$13,852.40","$1,008.35","$13,852.40","$1,008.35","$13,852.40","$13,852.40",64.44%,"$1,008.35",388.47%,915.57%,No Data,"9,897 ROOT","10,000 ROOT","The live Rootkit Finance price today is $4,925.52 USD with a 24-hour trading volume of $85,880.15 USD. Rootkit Finance is up 5.67% in the last 24 hours. The current CoinMarketCap ranking is #2856, with a live market cap of not available. The circulating supply is not available and a max. supply of 10,000 ROOT coins.",https://coinmarketcap.com/currencies/rootkit-finance/
JT,$0.1688,$0.003313,2.00%,$0.1580,$0.1774,"$68,086.06",20.95%,,,,,$0.1404,$0.1689,$0.1452,$0.1593,"$51,228.01",$0.1269,$0.2193,$0.09242,$0.3828,$0.08457,$0.3828,$0.08441,$0.3828,$0.3828,55.90%,$0.08441,100.00%,22.3%,No Data,No Data,"1,000,000,000 JT","The live Jubi Token price today is $0.168816 USD with a 24-hour trading volume of $68,086.06 USD. Jubi Token is up 2.00% in the last 24 hours. The current CoinMarketCap ranking is #2901, with a live market cap of not available. The circulating supply is not available and a max. supply of 1,000,000,000 JT coins.The top exchanges for trading in Jubi Token are currently HBTC, Hoo, MXC.COM, and Hotbit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/jubi-token/
FCH,$0.09412,$0.005550,6.27%,$0.08133,$0.09412,"$71,255.73",0.11%,,,,,$0.08133,$0.09130,$0.08596,$0.08344,"$66,577.68",$0.07034,$0.09476,$0.06610,$0.1167,$0.03405,$0.1167,$0.03405,$0.5044,$0.5044,81.34%,$0.03405,176.38%,80.53%,No Data,"4,979,700 FCH",No Data,"The live Freecash price today is $0.094116 USD with a 24-hour trading volume of $71,255.73 USD. Freecash is up 6.27% in the last 24 hours. The current CoinMarketCap ranking is #2894, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/freecash/
KIWI,$10.28,$-5.72,35.74%,$9.56,$19.07,"$70,873.12",411.47%,,,,,$14.31,$19.07,$16.89,$18.28,"$12,538.15",$9.56,$19.07,$9.56,$19.07,$9.56,$19.07,$9.56,$19.07,$19.07,46.12%,$9.56,7.55%,,No Data,No Data,"250,000 KIWI","The live Kiwi Finance price today is $10.28 USD with a 24-hour trading volume of $70,873.12 USD. Kiwi Finance is down 35.74% in the last 24 hours. The current CoinMarketCap ranking is #2896, with a live market cap of not available. The circulating supply is not available and a max. supply of 250,000 KIWI coins.The top exchanges for trading in Kiwi Finance are currently LBank, PancakeSwap, and Hotbit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/kiwi-finance/
MUST,$224.15,$4.30,1.96%,$206.90,$230.95,"$76,256.86",244.67%,,,,,$206.90,$232.31,$227.49,$209.47,"$31,448.04",$178.15,$255.58,$178.15,$649.68,$178.15,$649.68,$178.15,$649.68,$649.68,65.50%,$178.15,25.82%,,No Data,No Data,"1,000,000 MUST","The live Cometh price today is $224.15 USD with a 24-hour trading volume of $76,256.86 USD. Cometh is up 1.96% in the last 24 hours. The current CoinMarketCap ranking is #2882, with a live market cap of not available. The circulating supply is not available and a max. supply of 1,000,000 MUST coins.",https://coinmarketcap.com/currencies/cometh/
CLOUT,$0.0003569,$0.00002186,6.52%,$0.0003215,$0.0003631,$10.98,6.52%,,,,,$0.0003215,$0.0003515,$0.0003442,$0.0003282,$10.11,$0.00007803,$0.0003631,$0.00007803,$0.0005448,$0.00004497,$0.0005448,$0.000009620,$0.002032,$0.002032,82.44%,$0.000009620,3610.35%,77.95%,No Data,"1,000,000,000 CLOUT","1,000,000,000 CLOUT","The live BLOCKCLOUT price today is $0.000357 USD with a 24-hour trading volume of $10.98 USD. BLOCKCLOUT is up 6.52% in the last 24 hours. The current CoinMarketCap ranking is #3733, with a live market cap of not available. The circulating supply is not available and a max. supply of 1,000,000,000 CLOUT coins.",https://coinmarketcap.com/currencies/blockclout/
INRT,$0.0005138,$0.00003482,7.27%,$0.0004723,$0.0005253,$10.25,6.89%,,,,,$0.0004723,$0.0005013,$0.0004965,$0.0004838,$9.68,$0.0004324,$0.0005253,$0.0003349,$0.0005833,$0.0001762,$0.0005833,$0.00009901,$0.01388,$0.01388,96.30%,$0.00009901,418.90%,95.93%,No Data,No Data,"100,000,000,000 INRT","The live INRToken price today is $0.000514 USD with a 24-hour trading volume of $10.25 USD. INRToken is up 7.27% in the last 24 hours. The current CoinMarketCap ranking is #3734, with a live market cap of not available. The circulating supply is not available and a max. supply of 100,000,000,000 INRT coins.",https://coinmarketcap.com/currencies/inrtoken/
GXT,$0.1819,$0.01134,6.65%,$0.1681,$0.1870,$9.27,11231.48%,,,,,$0.1681,$0.1785,$0.1767,$0.1722,$0.4600,$0.1583,$0.1896,$0.09511,$0.3037,$0.07490,$0.3037,$0.01904,$0.8005,$0.8124,77.61%,$0.01904,854.99%,213.7%,No Data,"350,000,000 GXT",No Data,"The live Global X Change Token price today is $0.181856 USD with a 24-hour trading volume of $9.27 USD. Global X Change Token is up 6.65% in the last 24 hours. The current CoinMarketCap ranking is #3736, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/global-x-change-token/
ZCH,$0.0005123,$0.00003333,6.96%,$0.0004723,$0.001046,$8.75,16.93%,,,,,$0.0004723,$0.0009856,$0.0004963,$0.0004837,$9.40,$0.0004324,$0.001428,$0.0003355,$0.001726,$0.0002281,$0.001726,$0.0001640,$0.01199,$0.01199,95.73%,$0.0001640,212.34%,92.07%,No Data,No Data,"84,000,000 ZCH","The live 0cash price today is $0.000512 USD with a 24-hour trading volume of $8.75 USD. 0cash is up 6.96% in the last 24 hours. The current CoinMarketCap ranking is #3737, with a live market cap of not available. The circulating supply is not available and a max. supply of 84,000,000 ZCH coins.",https://coinmarketcap.com/currencies/0cash/
OC,$0.0002533,$-0.000001630,0.64%,$0.0002533,$0.0002564,$26.47,209.52%,,,,,$0.0002545,$0.0002603,$0.0002568,$0.0002550,$8.56,$0.0002533,$0.0002603,$0.00001524,$0.0002702,$0.000006410,$0.0002775,$0.000006410,$0.0002775,$0.01980,98.72%,$0.000004870,5100.75%,98.6%,No Data,No Data,No Data,"The live OceanChain price today is $0.000253 USD with a 24-hour trading volume of $26.47 USD. OceanChain is down 0.64% in the last 24 hours. The current CoinMarketCap ranking is #3698, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchanges for trading in OceanChain are currently ProBit Exchange, and CoinEgg. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/oceanchain/
EVR,$0.02261,$0.006322,38.82%,$0.01611,$0.02262,$7.65,75.48%,,,,,$0.01611,$0.02252,$0.01883,$0.01935,$32.44,$0.01611,$0.03291,$0.01282,$0.06397,$0.01282,$0.06397,$0.001059,$0.2147,$6.32,99.64%,$0.001059,2035.77%,24.64%,No Data,"1,000,000,000 EVR",No Data,"The live Everus price today is $0.022609 USD with a 24-hour trading volume of $7.65 USD. Everus is up 38.82% in the last 24 hours. The current CoinMarketCap ranking is #3738, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.The top exchanges for trading in Everus are currently IndoEx, VinDAX, and Crex24. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/everus/
XNN,No Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Data,No Data,No Data,"The live Xenon price today is not available with a 24-hour trading volume of not available. Xenon has no change in the last 24 hours. The current CoinMarketCap ranking is not available, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/xenon/
ALA,$0.6990,$0.0001194,0.02%,$0.6986,$0.6994,$7.11,0.01%,,,,,$0.6988,$0.6993,$0.6989,$0.6993,$7.12,$0.6871,$0.7003,$0.2331,$0.7003,$0.2331,$1.70,$0.05632,$1.88,$1.88,62.89%,$0.05632,1141.30%,65.65%,No Data,"4,750,000,000 ALA","4,750,000,000 ALA","The live AladiEx price today is $0.699039 USD with a 24-hour trading volume of $7.11 USD. AladiEx is up 0.02% in the last 24 hours. The current CoinMarketCap ranking is #3740, with a live market cap of not available. The circulating supply is not available and a max. supply of 4,750,000,000 ALA coins.",https://coinmarketcap.com/currencies/aladiex/
VSN,$0.0008005,$-0.0001200,13.03%,$0.0007204,$0.001351,$92.73,32.69%,,,,,$0.0009005,$0.001351,$0.0009005,$0.001331,$118.68,$0.0007204,$0.001503,$0.0005006,$0.005739,$0.0001995,$0.005739,$0.0001995,$0.01753,$0.01753,95.43%,$0.0001995,301.33%,80.96%,No Data,"250,000,000 VSN","250,000,000 VSN","The live Vision Network price today is $0.000800 USD with a 24-hour trading volume of $92.73 USD. Vision Network is down 13.03% in the last 24 hours. The current CoinMarketCap ranking is #3637, with a live market cap of not available. The circulating supply is not available and a max. supply of 250,000,000 VSN coins.The top exchanges for trading in Vision Network are currently Hotbit, and Bamboo Relay. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/vision-network/
SHIFT,$1.49,$-0.09785,6.16%,$1.49,$1.59,$43.35,810.74%,,,,,$0.2005,$1.59,$0.2005,$1.59,$6.60,$0.1399,$1.68,$0.01237,$2.83,$0.01237,$2.83,$0.01237,$2.83,$9.99,85.08%,$0.0006987,213292.88%,1807.4%,No Data,No Data,No Data,"The live Shift price today is $1.49 USD with a 24-hour trading volume of $43.35 USD. Shift is down 6.16% in the last 24 hours. The current CoinMarketCap ranking is #3675, with a live market cap of not available. The circulating supply is not available and the max. supply is not available.",https://coinmarketcap.com/currencies/shift/
FFYI,$1.59,$0.5868,58.70%,$0.9857,$1.63,$6.34,35.34%,,,,,$0.9857,$1.05,$1.04,$1.01,$9.91,$0.9025,$1.63,$0.1159,$7.27,$0.1159,$7.27,$0.1159,$19.61,$19.61,91.91%,$0.1159,1268.82%,91.94%,No Data,"60,000 FFYI","60,000 FFYI","The live Fiscus.fyi price today is $1.59 USD with a 24-hour trading volume of $6.34 USD. Fiscus.fyi is up 58.70% in the last 24 hours. The current CoinMarketCap ranking is #3741, with a live market cap of not available. The circulating supply is not available and a max. supply of 60,000 FFYI coins.",https://coinmarketcap.com/currencies/fiscus-fyi/
