Name,Hours,Address,Street,City,State,Zip Code,Latitude,Longitude
Circle K,24/7,"100 Lakewood Way SW, Woodstock, GA, 30189",100 Lakewood Way SW,Woodstock,GA,30189,33.698998,-84.3930549
Super Express BP,24/7,"3341 Deans Bridge Rd, Woodstock, GA, 30189",3341 Deans Bridge Rd,Woodstock,GA,30189,33.4197207,-82.07686609999999
Super Express,24/7,"1502 Central Ave, Woodstock, GA, 30189",1502 Central Ave,Woodstock,GA,30189,33.4670648,-81.9937245
Super Express Chevron,24/7,"1901 Gordon Hwy, Woodstock, GA, 30189",1901 Gordon Hwy,Woodstock,GA,30189,33.4525587,-82.0467106
Kwik Mart,24/7,"4600 Austell Rd, Woodstock, GA, 30189",4600 Austell Rd,Woodstock,GA,30189,33.8408174,-84.61130039999999
Shell,24/7,"198 Old Perry Rd, Woodstock, GA, 30189",198 Old Perry Rd,Woodstock,GA,30189,32.5511067,-83.60345230000001
Circle K,24/7,"4809 Golden Pkwy, Woodstock, GA, 30189",4809 Golden Pkwy,Woodstock,GA,30189,34.1434964,-83.9528796
Mall of Georgia,24/7,"3333 Buford Drive, Woodstock, GA, 30189",3333 Buford Drive,Woodstock,GA,30189,34.0650434,-83.984247
Exxon Gas,24/7,"10490 Bells Ferry RD, Woodstock, GA, 30189",10490 Bells Ferry RD,Woodstock,GA,30189,34.1917594,-84.53864159999999
Chevron,24/7,"1847 Marietta Hwy, Woodstock, GA, 30189",1847 Marietta Hwy,Woodstock,GA,30189,34.222052,-84.5037224
Citgo Gas Station,24/7,"1144 N Tennessee St, Woodstock, GA, 30189",1144 N Tennessee St,Woodstock,GA,30189,34.1965252,-84.798727
Circle K,24/7,"3530 Chamblee Tucker Rd, Woodstock, GA, 30189",3530 Chamblee Tucker Rd,Woodstock,GA,30189,33.8859852,-84.2487113
Shell Gas Station,24/7,"2690 Shallowford Rd., Woodstock, GA, 30189",2690 Shallowford Rd.,Woodstock,GA,30189,34.0413083,-84.47345109999999
Chevron Gas Station,24/7,"1382 Brockett Rd, Woodstock, GA, 30189",1382 Brockett Rd,Woodstock,GA,30189,33.823788,-84.23293629999999
Valero Gas Station,24/7,"3293 Main St, Woodstock, GA, 30189",3293 Main St,Woodstock,GA,30189,34.166164,-84.5051019
Chevron Gas Station,24/7,"5110 Old National Hwy, Woodstock, GA, 30189",5110 Old National Hwy,Woodstock,GA,30189,33.6160887,-84.472185
Circle K,24/7,"1697 Norman Drive, Woodstock, GA, 30189",1697 Norman Drive,Woodstock,GA,30189,33.6085277,-84.4458806
Sunoco Gas,24/7,"4108 St Mary's Rd, Woodstock, GA, 30189",4108 St Mary's Rd,Woodstock,GA,30189,32.4450156,-84.92404049999999
Citgo Gas Station,24/7,"3400 Moreland Ave, Woodstock, GA, 30189",3400 Moreland Ave,Woodstock,GA,30189,33.6580994,-84.3349799
Circle K,24/7,"2964 Moreland Ave, Woodstock, GA, 30189",2964 Moreland Ave,Woodstock,GA,30189,33.6718956,-84.3403652
Circle K,24/7,"2244 Hurricane Shoals Rd, Woodstock, GA, 30189",2244 Hurricane Shoals Rd,Woodstock,GA,30189,34.0060882,-83.92044059999999
Dalton Quick Mart,24/7,"1002 Underwood St, Woodstock, GA, 30189",1002 Underwood St,Woodstock,GA,30189,34.0850268,-84.5632875
Chevron Gas Station,24/7,"2695 Wesley Chapel Rd, Woodstock, GA, 30189",2695 Wesley Chapel Rd,Woodstock,GA,30189,33.708534,-84.218589
Chevron Gas Station,24/7,"3402 Flat Shoals Rd, Woodstock, GA, 30189",3402 Flat Shoals Rd,Woodstock,GA,30189,33.7052368,-84.27614450000002
Lucky Woods Food Mart,24/7,"4400 Snapfinger Woods Drive, Woodstock, GA, 30189",4400 Snapfinger Woods Drive,Woodstock,GA,30189,33.711529,-84.20973149999999
BP Gas Station,24/7,"4840 Flat Shoals Rd, Woodstock, GA, 30189",4840 Flat Shoals Rd,Woodstock,GA,30189,33.6817616,-84.2303494
Shell Gas,24/7,"2140 Fairburn RD, Woodstock, GA, 30189",2140 Fairburn RD,Woodstock,GA,30189,33.747594,-84.6991242
Valero,24/7,"1932 Pleasant Hill Rd, Woodstock, GA, 30189",1932 Pleasant Hill Rd,Woodstock,GA,30189,33.9536943,-84.1305366
Chevron Astro Gas,24/7,"2255 Duluth Hwy, Woodstock, GA, 30189",2255 Duluth Hwy,Woodstock,GA,30189,33.9785976,-84.1002705
Shell Gas Station,24/7,"2700 Buford Hwy, Woodstock, GA, 30189",2700 Buford Hwy,Woodstock,GA,30189,33.828329,-84.3470159
Chevron,24/7,"5465 Chamblee Dunwoody Rd, Woodstock, GA, 30189",5465 Chamblee Dunwoody Rd,Woodstock,GA,30189,33.9475323,-84.3348747
Circle K,24/7,"3241 Camp Creek Pkwy, Woodstock, GA, 30189",3241 Camp Creek Pkwy,Woodstock,GA,30189,33.655227,-84.49504999999999
Conoco - New Hope Grocery,24/7,"3140 Chatsworth Hwy, Woodstock, GA, 30189",3140 Chatsworth Hwy,Woodstock,GA,30189,34.7278973,-84.50895709999999
Texaco,24/7,"5111 Old Dixie Hwy, Woodstock, GA, 30189",5111 Old Dixie Hwy,Woodstock,GA,30189,33.6150338,-84.38352239999999
Exxon Gas Station,24/7,"5716 Old Dixie Rd, Woodstock, GA, 30189",5716 Old Dixie Rd,Woodstock,GA,30189,33.5986309,-84.3779605
6142 Old Dixie Highway,24/7,"6142 Old Dixie Highway, Woodstock, GA, 30189",6142 Old Dixie Highway,Woodstock,GA,30189,33.5871569,-84.3775876
Citgo,24/7,"112 Fort Town Dr, Woodstock, GA, 30189",112 Fort Town Dr,Woodstock,GA,30189,34.133692,-84.5746243
Express Fuels,24/7,"898 W Ridge, Woodstock, GA, 30189",898 W Ridge,Woodstock,GA,30189,34.133692,-84.5746243
Citgo Gas Station,24/7,"971 Virginia Ave, Woodstock, GA, 30189",971 Virginia Ave,Woodstock,GA,30189,33.6591208,-84.42115550000001
Lucky's Food Mart,24/7,"743 Elma G Miles Pkwy, Woodstock, GA, 30189",743 Elma G Miles Pkwy,Woodstock,GA,30189,31.833246,-81.6125199
El Cheapo,24/7,"5879 W Oglethorpe Hwy, Woodstock, GA, 30189",5879 W Oglethorpe Hwy,Woodstock,GA,30189,31.7740878,-81.633198
Circle K,24/7,"1945 Highway 211 NW, Woodstock, GA, 30189",1945 Highway 211 NW,Woodstock,GA,30189,34.0948475,-83.8096582
Exxon Gas Station,24/7,"1757 GA-53, Woodstock, GA, 30189",1757 GA-53,Woodstock,GA,30189,34.4651054,-84.4600384
Medlock Bridge Mart,24/7,"10965 Medlock Bridge Rd, Woodstock, GA, 30189",10965 Medlock Bridge Rd,Woodstock,GA,30189,34.048023,-84.176706
Citgo Gas Station,24/7,"6765 Tara Blvd, Woodstock, GA, 30189",6765 Tara Blvd,Woodstock,GA,30189,33.5696202,-84.3722672
Chevron Gas Station,24/7,"7264 Tara Blvd, Woodstock, GA, 30189",7264 Tara Blvd,Woodstock,GA,30189,33.5560107,-84.37008019999999
Kennesaw Gas Station,24/7,"3140 Cobb Pkwy NW, Woodstock, GA, 30189",3140 Cobb Pkwy NW,Woodstock,GA,30189,34.0313148,-84.6572303
Circle K,24/7,"3300 Frey Rd NW, Woodstock, GA, 30189",3300 Frey Rd NW,Woodstock,GA,30189,34.0336924,-84.57978059999999
Circle K,24/7,"5690 Jonesboro Rd, Woodstock, GA, 30189",5690 Jonesboro Rd,Woodstock,GA,30189,33.6000916,-84.3385948
Chevron,24/7,"259 Scenic Hwy S, Woodstock, GA, 30189",259 Scenic Hwy S,Woodstock,GA,30189,33.9430897,-83.9912439
Marathon,24/7,"854 Buford Drive Suite E, Woodstock, GA, 30189",854 Buford Drive Suite E,Woodstock,GA,30189,33.984823,-83.9851525
Chevron,24/7,"629 Scenic Hwy S, Woodstock, GA, 30189",629 Scenic Hwy S,Woodstock,GA,30189,33.926881,-83.99779459999999
BP,24/7,"725 Grayson Hwy, Woodstock, GA, 30189",725 Grayson Hwy,Woodstock,GA,30189,33.932917,-83.978031
Shell,24/7,"1095 Duluth Hwy, Woodstock, GA, 30189",1095 Duluth Hwy,Woodstock,GA,30189,33.9686521,-84.0359268
Texaco Gas Station,24/7,"2346 Lawrenceville Hwy, Woodstock, GA, 30189",2346 Lawrenceville Hwy,Woodstock,GA,30189,33.8154735,-84.26930469999999
Texaco,24/7,"5374 Five Forks Trickum Road, Woodstock, GA, 30189",5374 Five Forks Trickum Road,Woodstock,GA,30189,33.8418414,-84.12954599999999
Shell Gas Station,24/7,"1104 Thornton Rd, Woodstock, GA, 30189",1104 Thornton Rd,Woodstock,GA,30189,33.7723079,-84.6021093
BP Food Mart Gas Station,24/7,"6651 Covington Hwy., Woodstock, GA, 30189",6651 Covington Hwy.,Woodstock,GA,30189,33.7173206,-84.14632449999999
Circle K,24/7,"2685 Evans Mill Rd, Woodstock, GA, 30189",2685 Evans Mill Rd,Woodstock,GA,30189,33.7064441,-84.11324259999999
Exxon Gas Station,24/7,"3545 Panola Road, Woodstock, GA, 30189",3545 Panola Road,Woodstock,GA,30189,33.681086,-84.175996
Food Mart,24/7,"5980 Fairington Rd., Woodstock, GA, 30189",5980 Fairington Rd.,Woodstock,GA,30189,33.7021774,-84.14810609999999
Chevron,24/7,"815 Shurling Dr, Woodstock, GA, 30189",815 Shurling Dr,Woodstock,GA,30189,32.8591619,-83.61039699999999
Texaco,24/7,"455 South Marietta Pkwy SE, Woodstock, GA, 30189",455 South Marietta Pkwy SE,Woodstock,GA,30189,33.943764,-84.5393654
Exxon Gas Station,24/7,"405 Cobb Pkwy S, Woodstock, GA, 30189",405 Cobb Pkwy S,Woodstock,GA,30189,33.9424989,-84.5155637
Texaco Gas Station,24/7,"2697 Windy Hill Rd, Woodstock, GA, 30189",2697 Windy Hill Rd,Woodstock,GA,30189,33.9013642,-84.4763562
Fairground Food Mart,24/7,"619 N Fairground St NE, Woodstock, GA, 30189",619 N Fairground St NE,Woodstock,GA,30189,33.9663694,-84.53772029999999
Circle K,24/7,"2678 Windy Hill Road, Woodstock, GA, 30189",2678 Windy Hill Road,Woodstock,GA,30189,33.9004503,-84.4760795
Shell Gas Station,24/7,"2928 Austell Rd, Woodstock, GA, 30189",2928 Austell Rd,Woodstock,GA,30189,33.8821661,-84.5886977
Liberty,24/7,"3656 Jodeco Rd, Woodstock, GA, 30189",3656 Jodeco Rd,Woodstock,GA,30189,33.4829009,-84.1952276
McDonough Market,24/7,"610 Macon St., Woodstock, GA, 30189",610 Macon St.,Woodstock,GA,30189,33.4313081,-84.144977
Circle K,24/7,"2058 Mount Zion Road, Woodstock, GA, 30189",2058 Mount Zion Road,Woodstock,GA,30189,33.5619412,-84.32266489999999
Circle K,24/7,"6629 Jonesboro Rd, Woodstock, GA, 30189",6629 Jonesboro Rd,Woodstock,GA,30189,33.5740554,-84.34241440000001
Circle K,24/7,"5 McCollum Station, Woodstock, GA, 30189",5 McCollum Station,Woodstock,GA,30189,33.4450085,-84.6948712
BP Food Mart,24/7,"101 Greison Trail, Woodstock, GA, 30189",101 Greison Trail,Woodstock,GA,30189,33.3684362,-84.77818529999999
Shell Gas,24/7,"1649 Beaver Ruin RD, Woodstock, GA, 30189",1649 Beaver Ruin RD,Woodstock,GA,30189,33.9321919,-84.1524481
Exxon Gas Station,24/7,"4590 Peachtree Industrial Blvd, Woodstock, GA, 30189",4590 Peachtree Industrial Blvd,Woodstock,GA,30189,33.9727438,-84.1837135
Citgo Gas Station,24/7,"3426 Holcomb Bridge Rd, Woodstock, GA, 30189",3426 Holcomb Bridge Rd,Woodstock,GA,30189,33.9529797,-84.2425532
3 Brothers Mart,24/7,"4151 Jimmy Carter Blvd, Woodstock, GA, 30189",4151 Jimmy Carter Blvd,Woodstock,GA,30189,33.8696012,-84.18788909999999
Chevron,24/7,"6075 Singleton Rd, Woodstock, GA, 30189",6075 Singleton Rd,Woodstock,GA,30189,33.9052207,-84.20167029999999
Citgo,24/7,"5395 Buford Hwy, Woodstock, GA, 30189",5395 Buford Hwy,Woodstock,GA,30189,33.94935160000001,-84.1992247
Chevron,24/7,"1251 Indian Trail Rd NW, Woodstock, GA, 30189",1251 Indian Trail Rd NW,Woodstock,GA,30189,33.92096,-84.168685
Pit Stop Gas Station,24/7,"555 Hwy 74 S, Woodstock, GA, 30189",555 Hwy 74 S,Woodstock,GA,30189,33.3719239,-84.5694092
Sunoco,24/7,"110 Foxfield Way, Woodstock, GA, 30189",110 Foxfield Way,Woodstock,GA,30189,34.133692,-84.5746243
Marathon,24/7,"4538 Cloud Springs Rd, Woodstock, GA, 30189",4538 Cloud Springs Rd,Woodstock,GA,30189,34.9691875,-85.1901939
Circle K,24/7,"5883 Highway 85, Woodstock, GA, 30189",5883 Highway 85,Woodstock,GA,30189,33.5943441,-84.4081564
Texaco - Neighborhood Beverage,24/7,"1250 Mission Ridge Rd, Woodstock, GA, 30189",1250 Mission Ridge Rd,Woodstock,GA,30189,34.9071219,-85.3161662
Valero Gas Station,24/7,"1597 Holcomb Bridge Rd, Woodstock, GA, 30189",1597 Holcomb Bridge Rd,Woodstock,GA,30189,34.0186613,-84.3145105
Exxon Gas Station,24/7,"4780 Alabama Road NE, Woodstock, GA, 30189",4780 Alabama Road NE,Woodstock,GA,30189,34.0912404,-84.6128592
Corner Grocery,24/7,"15 Woodstock Road, Woodstock, GA, 30189",15 Woodstock Road,Woodstock,GA,30189,34.0316619,-84.36166709999999
5700 Roswell Rd,24/7,"Sandy Springs Woodstock, GA, 30189",Sandy Springs,Woodstock,GA,30189,34.133692,-84.5746243
El Cheapo,24/7,"902 Pennsylvania Ave, Woodstock, GA, 30189",902 Pennsylvania Ave,Woodstock,GA,30189,34.133692,-84.5746243
Marathon,24/7,"102 W 37th St, Woodstock, GA, 30189",102 W 37th St,Woodstock,GA,30189,32.0576713,-81.10144079999999
BP Pump N Pantry,24/7,"5 Gateway Blvd E, Woodstock, GA, 30189",5 Gateway Blvd E,Woodstock,GA,30189,34.133692,-84.5746243
BMD Convenience Store,24/7,"3830 Ogeechee Rd, Woodstock, GA, 30189",3830 Ogeechee Rd,Woodstock,GA,30189,32.0521087,-81.15078070000001
Shell Gas Station,24/7,"3550 E Ponce De Leon Blvd, Woodstock, GA, 30189",3550 E Ponce De Leon Blvd,Woodstock,GA,30189,33.7979264,-84.2600621
Chevron Gas Station,24/7,"3601 Atlanta Rd, Woodstock, GA, 30189",3601 Atlanta Rd,Woodstock,GA,30189,33.8650393,-84.4922488
BP,24/7,"3002 Atlanta Road, Woodstock, GA, 30189",3002 Atlanta Road,Woodstock,GA,30189,33.8798478,-84.51296119999999
Chevron Gas Station,24/7,"2875 S Cobb Dr, Woodstock, GA, 30189",2875 S Cobb Dr,Woodstock,GA,30189,33.8835732,-84.533748
Citgo Food Mart,24/7,"2671 Centerville Road, Woodstock, GA, 30189",2671 Centerville Road,Woodstock,GA,30189,33.83810649999999,-84.0347508
AK Grocery & Tobacco Outlet,24/7,"30 Highway 138 W, Woodstock, GA, 30189",30 Highway 138 W,Woodstock,GA,30189,33.5537365,-84.2600724
Citgo Gas Station,24/7,"1106 N Hairston Rd, Woodstock, GA, 30189",1106 N Hairston Rd,Woodstock,GA,30189,33.8113343,-84.1941248
BP,24/7,"4794 Redan Road, Woodstock, GA, 30189",4794 Redan Road,Woodstock,GA,30189,33.761928,-84.195967
Shell Gas Station,24/7,"1535 Lilburn-Stone Mountain Rd, Woodstock, GA, 30189",1535 Lilburn-Stone Mountain Rd,Woodstock,GA,30189,33.827503,-84.154168
Circle K,24/7,"215 Old Peachtree Rd NW, Woodstock, GA, 30189",215 Old Peachtree Rd NW,Woodstock,GA,30189,34.0240898,-84.05175779999999
BP Gas Station,24/7,"500 Peachtree Industrial Blvd, Woodstock, GA, 30189",500 Peachtree Industrial Blvd,Woodstock,GA,30189,34.0620808,-84.0744765
Citgo,24/7,"923 W Franklin St, Woodstock, GA, 30189",923 W Franklin St,Woodstock,GA,30189,31.53088399999999,-83.85146449999999
Citgo,24/7,"2106 Main St, Woodstock, GA, 30189",2106 Main St,Woodstock,GA,30189,34.1814859,-84.5044278
Chevron Gas Station,24/7,"3905 Lavista Rd, Woodstock, GA, 30189",3905 Lavista Rd,Woodstock,GA,30189,33.8437417,-84.2575324
Circle K,24/7,"3601 Flat Shoals Road, Woodstock, GA, 30189",3601 Flat Shoals Road,Woodstock,GA,30189,33.5840185,-84.5092706
Mobil Food Shop Gas Station,24/7,"4430 Flat Shoals Rd, Woodstock, GA, 30189",4430 Flat Shoals Rd,Woodstock,GA,30189,33.5861068,-84.53246949999999
Circle K,24/7,"4597 Jonesboro Road, Woodstock, GA, 30189",4597 Jonesboro Road,Woodstock,GA,30189,33.56809980000001,-84.5355351
Citgo,24/7,"2102 W Hill Ave, Woodstock, GA, 30189",2102 W Hill Ave,Woodstock,GA,30189,30.8186007,-83.3192718
Southside Liquor,24/7,"804 Madison Hwy, Woodstock, GA, 30189",804 Madison Hwy,Woodstock,GA,30189,30.8213767,-83.2752474
Pure - S & P Food Mart,24/7,"1009 S Houston Lake Rd, Woodstock, GA, 30189",1009 S Houston Lake Rd,Woodstock,GA,30189,32.5880882,-83.6660725
Sunoco,24/7,"87 Gawin Dr, Woodstock, GA, 30189",87 Gawin Dr,Woodstock,GA,30189,32.6398589,-83.660287
Lake Joy Stop and Shop,24/7,"705 Lake Joy Rd S, Woodstock, GA, 30189",705 Lake Joy Rd S,Woodstock,GA,30189,32.5515356,-83.6921371
Circle K,24/7,"59 West May St, Woodstock, GA, 30189",59 West May St,Woodstock,GA,30189,33.9930164,-83.725892
Chevron Gas,24/7,"9068 GA-92, Woodstock, GA, 30189",9068 GA-92,Woodstock,GA,30189,34.0847738,-84.5379864
Hobgood Park Chevron,24/7,"5195 Towne Lake Pkwy, Woodstock, GA, 30189",5195 Towne Lake Pkwy,Woodstock,GA,30189,34.1283366,-84.5853657
One Stop Mart & Vape Shop,"Mon-Sat: 10:00am - 9:00pm, Sun: 11:30am - 8:30pm","726 21st St, Pocatello, ID, 83201",726 21st St,Pocatello,ID,83201,42.8945981,-112.3540741
Canyon Vapors,"Mon-Sat: 10:00am - 9:00pm, Sun: 11:30am - 8:30pm","176 E Maine Ave, Pocatello, ID, 83201",176 E Maine Ave,Pocatello,ID,83201,42.8945981,-112.3540741
Himalayan Smoke Shop,"Mon-Sat: 10:00am - 9:00pm, Sun: 11:30am - 8:30pm","905 S 5th Ave, Pocatello, ID, 83201",905 S 5th Ave,Pocatello,ID,83201,42.8601711,-112.4367106
J J Mini Mart,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","12217 S Pulaski Rd, Winfield, IL, 60190",12217 S Pulaski Rd,Winfield,IL,60190,41.6709074,-87.7187624
Time Out Lounge,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","315 Belle St, Winfield, IL, 60190",315 Belle St,Winfield,IL,60190,41.870115,-88.1535352
Shell Gas Station,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","3 W Algonquin Rd, Winfield, IL, 60190",3 W Algonquin Rd,Winfield,IL,60190,42.0438682,-87.9835823
BP,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","1050 E New York St, Winfield, IL, 60190",1050 E New York St,Winfield,IL,60190,41.754718,-88.2890692
Express Mobile Mart,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","1030 N Lake St, Winfield, IL, 60190",1030 N Lake St,Winfield,IL,60190,41.77468229999999,-88.31460849999999
Clark,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","619 S Broadway, Winfield, IL, 60190",619 S Broadway,Winfield,IL,60190,41.7456233,-88.3248989
BP,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","2595 Ogden Ave, Winfield, IL, 60190",2595 Ogden Ave,Winfield,IL,60190,41.7371909,-88.2518412
Circle K,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","108 N Batavia Ave, Winfield, IL, 60190",108 N Batavia Ave,Winfield,IL,60190,41.8513952,-88.3114401
HP Convenient Food and Liquor,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","3219 St. Charles Rd, Winfield, IL, 60190",3219 St. Charles Rd,Winfield,IL,60190,41.900963,-88.12917569999999
Shell Gas Station,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","7143 W Roosevelt Road, Winfield, IL, 60190",7143 W Roosevelt Road,Winfield,IL,60190,41.85701,-88.1581908
Cigarette Etc,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","6829 Windsor Ave., Winfield, IL, 60190",6829 Windsor Ave.,Winfield,IL,60190,41.870115,-88.1535352
Hometown Pantry,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","360 W Schick Rd # 24, Winfield, IL, 60190",360 W Schick Rd # 24,Winfield,IL,60190,41.9529183,-88.1096499
Eastland Mall,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","1615 East Empire Street, Winfield, IL, 60190",1615 East Empire Street,Winfield,IL,60190,40.4854376,-88.956049
Red & Blue Food Mart,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","1002 W Market St, Winfield, IL, 60190",1002 W Market St,Winfield,IL,60190,41.870115,-88.1535352
BG Liquor,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","223 W Dundee Rd, Winfield, IL, 60190",223 W Dundee Rd,Winfield,IL,60190,42.1385732,-87.9633515
Smokey's Connect,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","1754 W 127th St, Winfield, IL, 60190",1754 W 127th St,Winfield,IL,60190,41.6631702,-87.66481859999999
Wine & Spirits Depot,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","879 E Geneva Rd, Winfield, IL, 60190",879 E Geneva Rd,Winfield,IL,60190,41.888388,-88.09355
BP,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","105 W North Ave, Winfield, IL, 60190",105 W North Ave,Winfield,IL,60190,41.9044097,-88.1213762
Paul's Pantry and Liquors,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","1390 Army Trail Rd, Winfield, IL, 60190",1390 Army Trail Rd,Winfield,IL,60190,41.941824,-88.171534
Shell,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","1406 N Prospect Ave, Winfield, IL, 60190",1406 N Prospect Ave,Winfield,IL,60190,40.13021519999999,-88.2576014
North Shore Food & Liquor,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","6703 N Clark St, Winfield, IL, 60190",6703 N Clark St,Winfield,IL,60190,42.0036743,-87.6721294
Marathon Gas Station,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","5200 N Cicero Ave, Winfield, IL, 60190",5200 N Cicero Ave,Winfield,IL,60190,41.975589,-87.748278
Shell Gas Station,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","1741 S Ruble Street, Winfield, IL, 60190",1741 S Ruble Street,Winfield,IL,60190,41.857771,-87.6434651
Shell Gas Station,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","2401 W Roosevelt Rd, Winfield, IL, 60190",2401 W Roosevelt Rd,Winfield,IL,60190,41.8576702,-88.14616950000001
Shell Gas Station,"Mon-Tue: 10:00am - 10:00pm, Wed-Thu: 10:00am - 11:00pm, Fri-Sat: 10AM-12AM, Sun: 11:00am - 10:00pm","4000 W IL-19, Winfield, IL, 60190",4000 W IL-19,Winfield,IL,60190,41.9538722,-87.727975
